Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Gabriela Mistral,1911,22,"Gabriela Mistral's father, Juan GerÃ³nimo Godoy Villanueva, was also a schoolteacher but left the family when Gabriela Mistral was three years old and died alone and estranged in 1911.",Early life,,Fine Arts,Career
Gabriela Mistral,1904,15,"In 1904, Gabriela Mistral published some early poems, including EnsoÃ±aciones (""Dreams""), Carta Ãntima (""Intimate Letter""), and Junto al Mar (""By the Sea""), in the local newspapers El Coquimbo: Diario Radical and La Voz de Elqui, using different pseudonyms and variations of Gabriela Mistral's name.",Early life,,Fine Arts,Career
Gabriela Mistral,1908,19,"Since June 1908, Gabriela Mistral had been using a pen name for most of Gabriela Mistral's writing.",Early life,,Fine Arts,Career
Gabriela Mistral,1924,35,"Two years later, in 1924, Gabriela Mistral released Gabriela Mistral's second book, Ternura (""Tenderness"").",Early life,,Fine Arts,Career
Gabriela Mistral,1907,18,"In 1907, Gabriela Mistral was rejected from the Normal School without explanation, which Gabriela Mistral later attributed to the Normal School's chaplain, Father Ignacio Munizaga, who was aware of Gabriela Mistral's publications advocating for educational reform and increased access to schools for all social classes.",Career as an educator,,Fine Arts,Career
Gabriela Mistral,1925,36,"In mid-1925, Gabriela Mistral was invited to represent Latin America in the newly formed Institute for Intellectual Cooperation of the League of Nations.",International work and recognition,,Fine Arts,Personal Life
Gabriela Mistral,1926,37,"In early 1926, Gabriela Mistral relocated to France, effectively becoming an exile for the rest of Gabriela Mistral's life.",International work and recognition,,Fine Arts,Personal Life
Gabriela Mistral,1951,62,"In 1951, Gabriela Mistral was awarded the National Literature Prize in Chile.",International work and recognition,,Fine Arts,Personal Life
Gabriela Mistral,1957,68,"Gabriela Mistral resided in the town of Roslyn, New York City, and then transferred to Hempstead, New York City, where Gabriela Mistral died from pancreatic cancer on 10 January 1957 at the age of 67.",International work and recognition,,Fine Arts,Personal Life
Benjamin Netanyahu,1949,0,Benjamin Netanyahu was born in 1949 in Tel Aviv.,Early life and military career,,Politics,Career
Benjamin Netanyahu,1968,19,"Benjamin Netanyahu was involved in many other missions, including the 1968 Israeli raid on Lebanon and the rescue of the hijacked Sabena Flight 571 in May 1972, in which Benjamin Netanyahu was shot in the shoulder.",Early life and military career,,Politics,Career
Benjamin Netanyahu,1972,23,Benjamin Netanyahu was discharged from active service in 1972 but remained in the Sayeret Matkal reserves.,Early life and military career,,Politics,Career
Benjamin Netanyahu,1976,27,"Benjamin Netanyahu was headhunted to be an economic consultant for the Boston Consulting Group in Boston, Massachusetts, working at the Boston Consulting Group between 1976 and 1978.",Early career,,Politics,Career
Benjamin Netanyahu,1982,33,"During the 1982 Lebanon War, Benjamin Netanyahu was called up for reserve duty in Sayeret Matkal and requested to be released from service, preferring to remain in the United States and serve as a spokesperson for the State of Israel in the wake of harsh international criticism of the 1982 Lebanon War.",Early career,,Politics,Career
Benjamin Netanyahu,1982,33,"Benjamin Netanyahu presented the State of Israel's case to the media during the 1982 Lebanon War and established a highly efficient public relations system in the Israeli Embassy in Washington, D.C..",Early career,,Politics,Career
Benjamin Netanyahu,1991,42,After the Madrid Conference of 1991 Benjamin Netanyahu was appointed as Deputy Minister in the Israeli Prime Minister's Office.,Leader of the Opposition (1993â1996),,Politics,Personal Life
Benjamin Netanyahu,1996,47,"Benjamin Netanyahu hired American Republican political operative Arthur Finkelstein to run his campaign, and although the American style of sound bites and sharp attacks elicited harsh criticism,[citation needed] Benjamin Netanyahu won the 1996 Israeli legislative election which took place on 29 May 1996 and were the first Israeli elections in which Israelis elected their prime minister directly, becoming the youngest person in the history of prime minister and the first Israeli prime minister to be born in Israel (Yitzhak Rabin was born in Jerusalem, under the British Mandate of Palestine, prior to the 1948 founding of",Leader of the Opposition (1993â1996),,Politics,Personal Life
Benjamin Netanyahu,2005,56,"Benjamin Netanyahu submitted Benjamin Netanyahu's resignation letter on 7 August 2005, shortly before the Israeli cabinet voted 17 to 5 to approve the initial phase of withdrawal from Gaza.",Minister of Finance (2003â2005),,Politics,Personal Life
Benjamin Netanyahu,2005,56,"Benjamin Netanyahu's most recent attempt prior to this was in September 2005 when Benjamin Netanyahu had tried to hold early primaries for the position of the head of the Likud, while the Likud held the office of prime minister â thus effectively pushing Sharon out of the office of prime minister.",Leader of the Opposition (2006â2009),,Politics,Personal Life
Benjamin Netanyahu,2007,58,"On 14 August 2007, Benjamin Netanyahu was reelected as chairman of the Likud and the Likud's candidate for the post of prime minister with 73% of the vote, against Moshe Feiglin and World Likud chairman Danny Danon.",Leader of the Opposition (2006â2009),,Politics,Personal Life
Benjamin Netanyahu,2009,60,"Benjamin Netanyahu, however, claimed victory on the basis that right-wing parties won the majority of the vote, and on 20 February 2009, Benjamin Netanyahu was designated by Israeli President Shimon Peres to succeed Olmert's as prime minister, and began Benjamin Netanyahu's negotiations to form a coalition government.[citation needed]Despite right wing parties winning a majority of 65 seats in Knesset",Leader of the Opposition (2006â2009),,Politics,Personal Life
Benjamin Netanyahu,2009,60,"On 7 September 2009, Benjamin Netanyahu left Benjamin Netanyahu's office without reporting where Benjamin Netanyahu was headed.",Prime minister (2009â2021),Second term,Politics,Personal Life
Benjamin Netanyahu,1987,38,"Benjamin Netanyahu maintained contact with Jonathan Pollard, an American serving a life sentence for passing secret U.S. documents to Israel in 1987's wife, and was active in pressing the Obama administration to release Jonathan Pollard, an American serving a life sentence for passing secret U.S. documents to Israel in 1987.In 2011",Prime minister (2009â2021),Second term,Politics,Personal Life
Benjamin Netanyahu,2010,61,"Benjamin Netanyahu had formed the Concentration Committee in 2010, and the bill, which was pushed forward by his government, implemented the Concentration Committee's recommendations.",Prime minister (2009â2021),Third term,Politics,Personal Life
Benjamin Netanyahu,2015,66,"fired led to the dissolution of his government, with new elections expected on 17 March 2015.In January 2015, Benjamin Netanyahu was invited to address the US Congress.",Prime minister (2009â2021),Third term,Politics,Personal Life
Benjamin Netanyahu,2016,67,"Some of the strongest criticism came from Israeli academics: Yehuda Bauer said Benjamin Netanyahu's was ""completely idiotic"", while Moshe Zimmermann stated that ""any attempt to deflect the burden from Adolf Hitler to others is a form of Holocaust denial.""In March 2016, Netanyahu's coalition faced a potential crisis as ultra-Orthodox members threatened to withdraw over a coalition government's proposed steps to create non-Orthodox prayer space at the Western Wall.",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,2017,68,"Since January 2017, Benjamin Netanyahu has been investigated and questioned by Israeli police in two cases, ""Case 1000"" and ""Case 2000"".",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,1000,-949,"In ""Case 1000"", Benjamin Netanyahu is suspected of having obtained inappropriate favors from businessmen, including James Packer and Hollywood producer Arnon Milchan.",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,1000,-949,", Israeli police confirmed for the first time that Benjamin Netanyahu was suspected of crimes involving fraud, breach of trust, and bribes in two cases, ""Case 1000"" and ""Case 2000"".",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,2018,69,"On 13 February 2018, Israeli police recommended that Benjamin Netanyahu be charged with corruption.",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,2019,70,Benjamin Netanyahu was formally indicted on 21 November 2019.,Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,2020,71,"Benjamin Netanyahu was officially charged on 28 January 2020.Netanyahu's criminal trial was set to begin on 24 May 2020, having been initially scheduled for March of 2020 but delayed due to the COVID-19 pandemic.",Prime minister (2009â2021),Fourth term,Politics,Personal Life
Benjamin Netanyahu,2020,71,"On 17 May 2020, Benjamin Netanyahu was sworn in for a fifth term as prime minister in a coalition with Benny Gantz.",Prime minister (2009â2021),Fifth term,Politics,Personal Life
Benjamin Netanyahu,2021,72,"On 13 June 2021, Israeli politician and leader of the Yamina alliance Naftali Bennett and Leader of the Opposition Yair Lapid formed a coalition government, and Benjamin Netanyahu was ousted as prime minister, ending Benjamin Netanyahu's 12-year tenure.",Prime minister (2009â2021),Fifth term,Politics,Personal Life
Benjamin Netanyahu,2022,73,"After the 2022 election, Benjamin Netanyahu was sworn in as Prime Minister again as the leader of a hardline coalition.",Prime minister (2022âpresent),Sixth term,Politics,Personal Life
Benjamin Netanyahu,2023,74,"In March 2023, Benjamin Netanyahu's repealed a 2005 law whereby four Israeli settlements, Homesh, Sa-Nur, Ganim and Kadim, were dismantled as part of the Israeli disengagement from Gaza.",Prime minister (2022âpresent),Sixth term,Politics,Personal Life
Benjamin Netanyahu,2015,66,"In 2015, after Ethiopian Jewish protests against police brutality, Benjamin Netanyahu said: ""We will bring a comprehensive plan to the government to assist you in every way.",Political positions,Ethiopian Jewish integration,Politics,Career
Benjamin Netanyahu,1967,18,"Benjamin Netanyahu supports the integration of the African Hebrew Israelites of Jerusalem into Israeli society, and takes part in celebrations in honor of the African Hebrew Israelites of Jerusalem's ""exodus"" from America to Israel, which occurred in 1967.",Political positions,African Hebrew Israelites of Jerusalem,Politics,Career
Benjamin Netanyahu,2001,52,"In a 2001 video, Benjamin Netanyahu, reportedly unaware Benjamin Netanyahu was being recorded, said: ""They asked Benjamin Netanyahu before the election if Benjamin Netanyahu'd honor [the Oslo accords]"", ""Benjamin Netanyahu said Benjamin Netanyahu would, butÂ ...",Political positions,Peace process,Politics,Career
