,0,1,2,3
1824,1991,"^ Gilbert 1991, p. 439.",References,Citations
1825,2019,^ Freeman 2019.,References,Citations
1826,1998,"^ Soames 1998, p. 262.",References,Citations
1827,2001,"^ Jenkins 2001, p. 209.",References,Citations
1828,2011," .mw-parser-output .refbegin{font-size:90%;margin-bottom:0.5em}.mw-parser-output .refbegin-hanging-indents>ul{margin-left:0}.mw-parser-output .refbegin-hanging-indents>ul>li{margin-left:0;padding-left:3.2em;text-indent:-3.2em}.mw-parser-output .refbegin-hanging-indents ul,.mw-parser-output .refbegin-hanging-indents ul li{list-style:none}@media(max-width:720px){.mw-parser-output .refbegin-hanging-indents>ul>li{padding-left:1.6em;text-indent:-1.6em}}.mw-parser-output .refbegin-columns{margin-top:0.3em}.mw-parser-output .refbegin-columns ul{margin-top:0}.mw-parser-output .refbegin-columns li{page-break-inside:avoid;break-inside:avoid-column} Adams, Edward (2011).",References,Bibliography
1829,1980,"Addison, Paul (1980).",References,Bibliography
1830,2307,doi:10.2307/3679001.,References,Bibliography
1831,2005,"Addison, Paul (2005).",References,Bibliography
1832,2015,"Arthur, Max (2015).",References,Bibliography
1833,2001,"Ball, Stuart (2001).",References,Bibliography
1834,1017,doi:10.1017/S0080440101000160.,References,Bibliography
1835,2005,"Bayly, Christopher; Harper, Tim (2005).",References,Bibliography
1836,2011,"Bell, Christopher M. (2011).",References,Bibliography
1837,1911,"""Sir John Fisher's Naval Revolution Reconsidered: Winston Churchill at the Admiralty, 1911–1914"".",References,Bibliography
1838,1177,doi:10.1177/0968344511401489.,References,Bibliography
1839,2007,(2007).,References,Bibliography
1840,2001,"Best, Geoffrey (2001).",References,Bibliography
1841,1993,(1993).,References,Bibliography
1842,1998,"Brown, Judith (1998).",References,Bibliography
1843,2003,(13 October 2003).,References,Bibliography
1844,1995,"Charmley, John (1995).",References,Bibliography
1845,1940,"Churchill's Grand Alliance, 1940–1957.",References,Bibliography
1846,1966,"Churchill, Randolph S. (1966).",References,Bibliography
1847,1874,"Winston S. Churchill: Volume One: Youth, 1874–1900.",References,Bibliography
1848,1927,"Churchill, Winston (1927).",References,Bibliography
1849,1916,1916–1918 (Parts I and II).,References,Bibliography
1850,1948,"Churchill, Winston (1967b) [first published 1948].",References,Bibliography
1851,1939,The Twilight War: 3 September 1939 – 10 May 1940.,References,Bibliography
1852,2013,(13 September 2013).,References,Bibliography
1853,1900,"Churchill and the Jews, 1900–1948.",References,Bibliography
1854,1984,"Colombo, John Robert (1984).",References,Bibliography
1855,1978,"ISBN 978-08-88820-73-0. Cooper, Matthew (1978).",References,Bibliography
1856,1933,The German Army 1933–1945: Its Political and Military Failure.,References,Bibliography
1857,1986,"Dalton, Hugh (1986).",References,Bibliography
1858,1940,The Second World War Diary of Hugh Dalton 1940–45.,References,Bibliography
1859,2009,"Douglas, R. M. (2009).",References,Bibliography
1860,1086,doi:10.1086/605488.,References,Bibliography
1861,2019,"Freeman, Jennifer (2019).",References,Bibliography
1862,1991,"Gilbert, Martin (1991).",References,Bibliography
1863,1988,"Gilbert, Martin (1988).",References,Bibliography
1864,1945,"Never Despair: Winston S. Churchill, 1945–1965.",References,Bibliography
1865,2003,"Haffner, Sebastian (2003).",References,Bibliography
1866,2009,"Hastings, Max (2009).",References,Bibliography
1867,1940,"Churchill as Warlord, 1940–45.",References,Bibliography
1868,2016,"Hermiston, Roger (2016).",References,Bibliography
1869,1940,"All Behind You, Winston – Churchill's Great Coalition, 1940–45.",References,Bibliography
1870,2001,"Jenkins, Roy (2001).",References,Bibliography
1871,1995,(1995).,References,Bibliography
1872,2012,"Judd, Dennis (2012).",References,Bibliography
1873,2015,"Khan, Yasmin (2015).",References,Bibliography
1874,1941,"Knickerbocker, H. R. (1941).",References,Bibliography
1875,2008,"Langworth, Richard (2008).",References,Bibliography
1876,2011,"Lovell, Mary S. (2011).",References,Bibliography
1877,2008,"Lynch, Michael (2008).",References,Bibliography
1878,1945,"The Labour Party in Power, 1945–1951"".",References,Bibliography
1879,1945,Britain 1945–2007.,References,Bibliography
1880,2008,"Marr, Andrew (2008).",References,Bibliography
1881,2009,"Marr, Andrew (2009).",References,Bibliography
1882,1995,"Montague Browne, Anthony (1995).",References,Bibliography
1883,1958,"* Moritz, Edward Jr. (1958).",References,Bibliography
1884,1111,doi:10.1111/j.1540-6563.1958.tb01990.x.,References,Bibliography
1885,2012,"Mumford, Andrew (2012).",References,Bibliography
1886,2004,"Neiberg, Michael S. (2004).",References,Bibliography
1887,1898,Warfare and Society in Europe: 1898 to the Present.,References,Bibliography
1888,1989,"O'Brien, Jack (1989).",References,Bibliography
1889,1980,"Pelling, Henry (June 1980).",References,Bibliography
1890,1945,"""The 1945 General Election Reconsidered"".",References,Bibliography
1891,1017,doi:10.1017/S0018246X0002433X.,References,Bibliography
1892,2009,"Price, Bill (2009).",References,Bibliography
1893,2000,"Rasor, Eugene L. (2000).",References,Bibliography
1894,1874,"Winston S. Churchill, 1874–1965: A Comprehensive Historiography and Annotated Bibliography.",References,Bibliography
1895,2013,"Reagles, David; Larsen, Timothy (2013).",References,Bibliography
1896,1353,doi:10.1353/hsp.2013.0056.,References,Bibliography
1897,1978,"Resis, Albert (April 1978).",References,Bibliography
1898,1944,"""The Churchill-Stalin Secret ""Percentages"" Agreement on the Balkans, Moscow, October 1944"".",References,Bibliography
1899,2307,doi:10.2307/1862322.,References,Bibliography
1900,1970,"Rhodes James, Robert (1970).",References,Bibliography
1901,1900,Churchill: A Study in Failure 1900–1939.,References,Bibliography
1902,2018,"Roberts, Andrew (2018).",References,Bibliography
1903,2014,"Robbins, Keith (2014) .",References,Bibliography
1904,1977,"Sen, Amartya (1977).",References,Bibliography
1905,1093,doi:10.1093/oxfordjournals.cje.a035349.,References,Bibliography
1906,2017,"Shakespeare, Nicholas (2017).",References,Bibliography
1907,1990,"Soames, Mary (1990).",References,Bibliography
1908,1998,"Soames, Mary (1998).",References,Bibliography
1909,2012,"Soames, Mary (2012).",References,Bibliography
1910,1984,"Sorrels, Roy W. (1984).",References,Bibliography
1911,2005,"Taylor, Frederick (2005).",References,Bibliography
1912,1945,"Dresden: Tuesday, 13 February 1945.",References,Bibliography
1913,1978,"Tolstoy, Nikolai (1978).",References,Bibliography
1914,2007,"Toye, Richard (2007).",References,Bibliography
1915,2011," .mw-parser-output .refbegin{font-size:90%;margin-bottom:0.5em}.mw-parser-output .refbegin-hanging-indents>ul{margin-left:0}.mw-parser-output .refbegin-hanging-indents>ul>li{margin-left:0;padding-left:3.2em;text-indent:-3.2em}.mw-parser-output .refbegin-hanging-indents ul,.mw-parser-output .refbegin-hanging-indents ul li{list-style:none}@media(max-width:720px){.mw-parser-output .refbegin-hanging-indents>ul>li{padding-left:1.6em;text-indent:-1.6em}}.mw-parser-output .refbegin-columns{margin-top:0.3em}.mw-parser-output .refbegin-columns ul{margin-top:0}.mw-parser-output .refbegin-columns li{page-break-inside:avoid;break-inside:avoid-column} Adams, Edward (2011).",References,Bibliography
1916,1980,"Addison, Paul (1980).",References,Bibliography
1917,2307,doi:10.2307/3679001.,References,Bibliography
1918,2005,"Addison, Paul (2005).",References,Bibliography
1919,2015,"Arthur, Max (2015).",References,Bibliography
1920,2001,"Ball, Stuart (2001).",References,Bibliography
1921,1017,doi:10.1017/S0080440101000160.,References,Bibliography
1922,2005,"Bayly, Christopher; Harper, Tim (2005).",References,Bibliography
1923,2011,"Bell, Christopher M. (2011).",References,Bibliography
1924,1911,"""Sir John Fisher's Naval Revolution Reconsidered: Winston Churchill at the Admiralty, 1911–1914"".",References,Bibliography
1925,1177,doi:10.1177/0968344511401489.,References,Bibliography
1926,2007,(2007).,References,Bibliography
1927,2001,"Best, Geoffrey (2001).",References,Bibliography
1928,1993,(1993).,References,Bibliography
1929,1998,"Brown, Judith (1998).",References,Bibliography
1930,2003,(13 October 2003).,References,Bibliography
1931,1995,"Charmley, John (1995).",References,Bibliography
1932,1940,"Churchill's Grand Alliance, 1940–1957.",References,Bibliography
1933,1966,"Churchill, Randolph S. (1966).",References,Bibliography
1934,1874,"Winston S. Churchill: Volume One: Youth, 1874–1900.",References,Bibliography
1935,1927,"Churchill, Winston (1927).",References,Bibliography
1936,1916,1916–1918 (Parts I and II).,References,Bibliography
1937,1948,"Churchill, Winston (1967b) [first published 1948].",References,Bibliography
1938,1939,The Twilight War: 3 September 1939 – 10 May 1940.,References,Bibliography
1939,2013,(13 September 2013).,References,Bibliography
1940,1900,"Churchill and the Jews, 1900–1948.",References,Bibliography
1941,1984,"Colombo, John Robert (1984).",References,Bibliography
1942,1978,"ISBN 978-08-88820-73-0. Cooper, Matthew (1978).",References,Bibliography
1943,1933,The German Army 1933–1945: Its Political and Military Failure.,References,Bibliography
1944,1986,"Dalton, Hugh (1986).",References,Bibliography
1945,1940,The Second World War Diary of Hugh Dalton 1940–45.,References,Bibliography
1946,2009,"Douglas, R. M. (2009).",References,Bibliography
1947,1086,doi:10.1086/605488.,References,Bibliography
1948,2019,"Freeman, Jennifer (2019).",References,Bibliography
1949,1991,"Gilbert, Martin (1991).",References,Bibliography
1950,1988,"Gilbert, Martin (1988).",References,Bibliography
1951,1945,"Never Despair: Winston S. Churchill, 1945–1965.",References,Bibliography
1952,2003,"Haffner, Sebastian (2003).",References,Bibliography
1953,2009,"Hastings, Max (2009).",References,Bibliography
1954,1940,"Churchill as Warlord, 1940–45.",References,Bibliography
1955,2016,"Hermiston, Roger (2016).",References,Bibliography
1956,1940,"All Behind You, Winston – Churchill's Great Coalition, 1940–45.",References,Bibliography
1957,2001,"Jenkins, Roy (2001).",References,Bibliography
1958,1995,(1995).,References,Bibliography
1959,2012,"Judd, Dennis (2012).",References,Bibliography
1960,2015,"Khan, Yasmin (2015).",References,Bibliography
1961,1941,"Knickerbocker, H. R. (1941).",References,Bibliography
1962,2008,"Langworth, Richard (2008).",References,Bibliography
1963,2011,"Lovell, Mary S. (2011).",References,Bibliography
1964,2008,"Lynch, Michael (2008).",References,Bibliography
1965,1945,"The Labour Party in Power, 1945–1951"".",References,Bibliography
1966,1945,Britain 1945–2007.,References,Bibliography
1967,2008,"Marr, Andrew (2008).",References,Bibliography
1968,2009,"Marr, Andrew (2009).",References,Bibliography
1969,1995,"Montague Browne, Anthony (1995).",References,Bibliography
1970,1958,"* Moritz, Edward Jr. (1958).",References,Bibliography
1971,1111,doi:10.1111/j.1540-6563.1958.tb01990.x.,References,Bibliography
1972,2012,"Mumford, Andrew (2012).",References,Bibliography
1973,2004,"Neiberg, Michael S. (2004).",References,Bibliography
1974,1898,Warfare and Society in Europe: 1898 to the Present.,References,Bibliography
1975,1989,"O'Brien, Jack (1989).",References,Bibliography
1976,1980,"Pelling, Henry (June 1980).",References,Bibliography
1977,1945,"""The 1945 General Election Reconsidered"".",References,Bibliography
1978,1017,doi:10.1017/S0018246X0002433X.,References,Bibliography
1979,2009,"Price, Bill (2009).",References,Bibliography
1980,2000,"Rasor, Eugene L. (2000).",References,Bibliography
1981,1874,"Winston S. Churchill, 1874–1965: A Comprehensive Historiography and Annotated Bibliography.",References,Bibliography
1982,2013,"Reagles, David; Larsen, Timothy (2013).",References,Bibliography
1983,1353,doi:10.1353/hsp.2013.0056.,References,Bibliography
1984,1978,"Resis, Albert (April 1978).",References,Bibliography
1985,1944,"""The Churchill-Stalin Secret ""Percentages"" Agreement on the Balkans, Moscow, October 1944"".",References,Bibliography
1986,2307,doi:10.2307/1862322.,References,Bibliography
1987,1970,"Rhodes James, Robert (1970).",References,Bibliography
1988,1900,Churchill: A Study in Failure 1900–1939.,References,Bibliography
1989,2018,"Roberts, Andrew (2018).",References,Bibliography
1990,2014,"Robbins, Keith (2014) .",References,Bibliography
1991,1977,"Sen, Amartya (1977).",References,Bibliography
1992,1093,doi:10.1093/oxfordjournals.cje.a035349.,References,Bibliography
1993,2017,"Shakespeare, Nicholas (2017).",References,Bibliography
1994,1990,"Soames, Mary (1990).",References,Bibliography
1995,1998,"Soames, Mary (1998).",References,Bibliography
1996,2012,"Soames, Mary (2012).",References,Bibliography
1997,1984,"Sorrels, Roy W. (1984).",References,Bibliography
1998,2005,"Taylor, Frederick (2005).",References,Bibliography
1999,1945,"Dresden: Tuesday, 13 February 1945.",References,Bibliography
2000,1978,"Tolstoy, Nikolai (1978).",References,Bibliography
2001,2007,"Toye, Richard (2007).",References,Bibliography
2002,1984,"  Allen, Louis (1984).",Further reading,
2003,1941,Burma: The Longest War 1941–1945.,Further reading,
2004,2002,"Beschloss, Michael R. (2002).",Further reading,
2005,1941,"The Conquerors: Roosevelt, Truman and the Destruction of Hitler's Germany, 1941–1945.",Further reading,
2006,1997,"Blake, Robert (1997).",Further reading,
2007,1922,"Buckle, George Earle (1922).",Further reading,
2008,1993,"Charmley, John (1993).",Further reading,
2009,1898,"Churchill, Winston (1898).",Further reading,
2010,1899,"Link Churchill, Winston (1899).",Further reading,
2011,1899,"Link Churchill, Winston (1899).",Further reading,
2012,1899,"Link Churchill, Winston (1899).",Further reading,
2013,1900,"Link Churchill, Winston (1900).",Further reading,
2014,1900,"Link Churchill, Winston (1900).",Further reading,
2015,1903,"Link Churchill, Winston (1903).",Further reading,
2016,1906,"Link Churchill, Winston (1906).",Further reading,
2017,1907,"Link Churchill, Winston (1907).",Further reading,
2018,1909,"Link Churchill, Winston (1909).",Further reading,
2019,1909,"Link Churchill, Winston (1909).",Further reading,
2020,1911,1911–1914.,Further reading,
2021,1915,1915.,Further reading,
2022,1929,"Churchill, Winston (1929).",Further reading,
2023,1918,The Aftermath: 1918–1922.,Further reading,
2024,1930,"Churchill, Winston (1930).",Further reading,
2025,1931,"Link Churchill, Winston (1931).",Further reading,
2026,1932,"Churchill, Winston (1932).",Further reading,
2027,1933,"Link Churchill, Winston (1933).",Further reading,
2028,1934,"Library Link Churchill, Winston (1934).",Further reading,
2029,1934,"""Marlborough: His Life and Times"" (4 Vols: 1934–38).",Further reading,
2030,1937,"Library Link Churchill, Winston (1937).",Further reading,
2031,1938,"Link Churchill, Winston (1938).",Further reading,
2032,1939,"Link  (published in England as ""Arms and the Covenant"": Link) Churchill, Winston (1939).",Further reading,
2033,1948,"Link Churchill, Winston (1967a) [first published 1948].",Further reading,
2034,1919,From War to War: 1919–1939.,Further reading,
2035,1949,"{{cite book}}: |work= ignored (help) Churchill, Winston (1970a) [first published 1949].",Further reading,
2036,1940,The Fall of France: May 1940 – August 1940.,Further reading,
2037,1949,"{{cite book}}: |work= ignored (help) Churchill, Winston (1970b) [first published 1949].",Further reading,
2038,1940,Alone: September 1940 – December 1940.,Further reading,
2039,1950,"{{cite book}}: |work= ignored (help) Churchill, Winston (1968a) [first published 1950].",Further reading,
2040,1941,Germany Drives East: 2 January 1941 – 22 June 1941.,Further reading,
2041,1950,"{{cite book}}: |work= ignored (help) Churchill, Winston (1968b) [first published 1950].",Further reading,
2042,1941,War Comes to America: 23 June 1941 – 17 January 1942.,Further reading,
2043,1951,"{{cite book}}: |work= ignored (help) Churchill, Winston (1968c) [first published 1951].",Further reading,
2044,1942,The Onslaught of Japan: 18 January 1942 – 3 July 1942.,Further reading,
2045,1951,"{{cite book}}: |work= ignored (help) Churchill, Winston (1968d) [first published 1951].",Further reading,
2046,1942,Africa Redeemed: 4 July 1942 – 5 June 1943.,Further reading,
2047,1952,"{{cite book}}: |work= ignored (help) Churchill, Winston (1966a) [first published 1952].",Further reading,
2048,1943,Italy Won: 6 June 1943 – 12 November 1943.,Further reading,
2049,1952,"{{cite book}}: |work= ignored (help) Churchill, Winston (1966b) [first published 1952].",Further reading,
2050,1943,Teheran to Rome: 13 November 1943 – 5 June 1944.,Further reading,
